Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,SA4_CODE26,SA4_NAME26,STE_NAME26,source_record_id,dc_location_key,augmentation_status,match_distance_m,match_method,external_id,external_title,external_address,external_operator,external_dc_plug_types,external_usage_cost_text,external_access_type,external_bay_count,external_number_of_points,external_status,external_last_verified,external_provider,external_provider_license,external_source_url,augmented,augmentation_source,matched_sources,evie_match_status,evie_augmented,ampol_match_status,ampol_augmented,ocm_match_status,ocm_augmented,osm_match_status,osm_augmented
,"3-5 Underwood Rd, Homebush NSW 2140",engie,2,DC,150 kW,-33.8556219,151.0767955,Strathfield Municipal Council,2140,ARENA - Driving the Nation,120,Sydney - Inner West,New South Wales,ev_00484,"-33.855622,151.076796",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_identity,False,review_identity,False
,"375-383 Windsor Rd, Sydney, 2153",tesla motors,4,DC,250 kW,-33.75869074,150.9914705,The Hills Shire Council,2153,Existing Fast Chargers,115,Sydney - Baulkham Hills and Hawkesbury,New South Wales,ev_00500,"-33.758691,150.991470",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,review_identity,False
,"38 Abbott Rd, Seven Hills NSW 2147",ampol,2,DC,125 kW,-33.7668115,150.9549656,Blacktown City Council,2147,ARENA - Driving the Nation,116,Sydney - Blacktown,New South Wales,ev_00501,"-33.766812,150.954966",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_identity,False,unmatched,False,review_identity,False,review_identity,False
,"38 Flora St, Sydney, 2232",chargefox,4,DC,47 kW,-34.03434039,151.0726517,Sutherland Shire Council,2232,Existing Fast Chargers,128,Sydney - Sutherland,New South Wales,ev_00502,"-34.034340,151.072652",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_identity,False,review_identity,False
,"40 Gouldsbury St, Sydney, 2088",evie networks,2,DC,75 kW,-33.82807512,151.2434454,Mosman Municipal Council,2088,Existing Fast Chargers,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00519,"-33.828075,151.243445",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_shared_external,False,unmatched,False,review_identity,False,unmatched,False
,"40 Jersey Rd, Sydney, 2770",chargefox,2,DC,160 kW,-33.74376581,150.809028,Blacktown City Council,2770,Existing Fast Chargers,116,Sydney - Blacktown,New South Wales,ev_00520,"-33.743766,150.809028",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"40 Panmure St, Sydney, 2155",jolt,2,DC,25 kW,-33.68328033,150.9165856,The Hills Shire Council,2155,Existing Fast Chargers,115,Sydney - Baulkham Hills and Hawkesbury,New South Wales,ev_00524,"-33.683280,150.916586",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"405 Pacific Hwy, Sydney, 2064",chargefox,2,DC,50 kW,-33.81391396,151.1777027,Willoughby City Council,2064,Existing Fast Chargers,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00530,"-33.813914,151.177703",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"41 Yobarnie Ave, Richmond, 2754",exploren,2,DC,180 kW,-33.58328633,150.7009239,Hawkesbury City Council,2754,Existing Fast Chargers,124,Sydney - Outer West and Blue Mountains,New South Wales,ev_00536,"-33.583286,150.700924",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"417-439 Bunnerong Rd, Sydney, 2035",chargefox,8,DC,25 kW,-33.95139644,151.232049,Randwick City Council,2035,Existing Fast Chargers,118,Sydney - Eastern Suburbs,New South Wales,ev_00540,"-33.951396,151.232049",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"44 Broadarrow Rd, Sydney, 2209",jolt,2,DC,25 kW,-33.94841746,151.0710831,Georges River Council,2209,Existing Fast Chargers,119,Sydney - Inner South West,New South Wales,ev_00552,"-33.948417,151.071083",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"455 George St, Sydney, 2000",exploren,2,DC,60 kW,-33.87152357,151.2067017,"Sydney, Council of the City of",2000,Existing Fast Chargers,117,Sydney - City and Inner South,New South Wales,ev_00562,"-33.871524,151.206702",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"461 Victoria Rd, Sydney, 2111",exploren,2,DC,120 kW,-33.8208589,151.121011,"Ryde, Council of the City of",2111,Existing Fast Chargers,126,Sydney - Ryde,New South Wales,ev_00569,"-33.820859,151.121011",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,review_identity,False
,"472 Pacific Hwy, Sydney, 2066",jolt,2,DC,25 kW,-33.80837842,151.1785636,Lane Cove Municipal Council,2066,Existing Fast Chargers,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00573,"-33.808378,151.178564",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"47-49A Cleary St, Newcastle, 2303",chargefox,2,DC,60 kW,-32.92120425,151.747975,Newcastle City Council,2303,Existing Fast Chargers,111,Newcastle and Lake Macquarie,New South Wales,ev_00574,"-32.921204,151.747975",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"487 Sydney Rd, Sydney, 2093",bp,2,DC,75 kW,-33.7953594,151.255969,Northern Beaches Council,2093,Existing Fast Chargers,122,Sydney - Northern Beaches,New South Wales,ev_00576,"-33.795359,151.255969",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"5 Ray St, Sydney, 2074",exploren,2,DC,40 kW,-33.73201706,151.1273493,Ku-ring-gai Council,2074,Existing Fast Chargers,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00588,"-33.732017,151.127349",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_identity,False,unmatched,False,unmatched,False,unmatched,False
,"50 Bathurst St, Brewarrina, NSW 2839, Australia",nrma electric,4,DC,75 kW,-30.3247856,149.784033,Brewarrina Shire Council,2390,TfNSW Regional,110,New England and North West,New South Wales,ev_00592,"-30.324786,149.784033",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,review_identity,False
,"50 O'Sullivan Rd, Sydney, 2029",chargefox,2,DC,40 kW,-33.87899704,151.2623363,Woollahra Municipal Council,2029,Existing Fast Chargers,118,Sydney - Eastern Suburbs,New South Wales,ev_00594,"-33.878997,151.262336",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"54 Brighton St, Sydney, 2132",jolt,2,DC,25 kW,-33.89474579,151.1096857,Burwood Council,2132,Existing Fast Chargers,120,Sydney - Inner West,New South Wales,ev_00613,"-33.894746,151.109686",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"550 Bunnerong Rd, Sydney, 2036",jolt,2,DC,25 kW,-33.9610561,151.2309449,Randwick City Council,2036,Existing Fast Chargers,118,Sydney - Eastern Suburbs,New South Wales,ev_00622,"-33.961056,151.230945",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"59 The Centre, Sydney, 2087",jolt,2,DC,25 kW,-33.76210915,151.2142012,Northern Beaches Council,2087,Existing Fast Chargers,122,Sydney - Northern Beaches,New South Wales,ev_00640,"-33.762109,151.214201",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"6 Castlereagh St Gilgandra, NSW 2827, Australia",nrma electric,4,DC,75 kW,-30.0205758,148.1181013,Gilgandra Shire Council,2832,TfNSW Regional,105,Far West and Orana,New South Wales,ev_00649,"-30.020576,148.118101",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_identity,False,review_identity,False
,"66 Princes Hwy, Wollongong, 2519",chargefox,4,DC,47 kW,-34.39180785,150.8945806,Wollongong City Council,2519,Existing Fast Chargers,107,Illawarra,New South Wales,ev_00672,"-34.391808,150.894581",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"67 Roberts Rd, Sydney, 2190",exploren,2,DC,120 kW,-33.90204809,151.0655796,Strathfield,2190,Existing Fast Chargers,119,Sydney - Inner South West,New South Wales,ev_00674,"-33.902048,151.065580",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,review_identity,False,unmatched,False,unmatched,False
,"670 Richmond Rd, Sydney, 2761",jolt,4,DC,25 kW,-33.73553158,150.8513123,Blacktown City Council,2761,Existing Fast Chargers,116,Sydney - Blacktown,New South Wales,ev_00677,"-33.735532,150.851312",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"7 Pemell Street, Toronto, 2283",exploren,2,DC,40 kW,-33.01454359,151.5961952,Lake Macquarie City Council,2283,Existing Fast Chargers,111,Newcastle and Lake Macquarie,New South Wales,ev_00685,"-33.014544,151.596195",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"725 Pittwater Rd, Sydney, 2099",jolt,2,DC,25 kW,-33.7523594,151.2865606,Northern Beaches Council,2099,Existing Fast Chargers,122,Sydney - Northern Beaches,New South Wales,ev_00696,"-33.752359,151.286561",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_identity,False,unmatched,False,unmatched,False,review_identity,False
,"731-741 Military Rd, Sydney, 2088",chargefox,2,DC,47 kW,-33.82852457,151.2439029,Mosman Municipal Council,2088,Existing Fast Chargers,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00699,"-33.828525,151.243903",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_identity,False,unmatched,False,review_identity,False,unmatched,False
,"773 Old South Head Rd, Sydney, 2030",chargefox,2,DC,40 kW,-33.85700205,151.2828038,Woollahra Municipal Council,2030,Existing Fast Chargers,118,Sydney - Eastern Suburbs,New South Wales,ev_00711,"-33.857002,151.282804",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"7-9 Irvine Pl, Sydney, 2153",chargefox,4,DC,125 kW,-33.73886191,150.9475235,The Hills Shire Council,2153,Existing Fast Chargers,115,Sydney - Baulkham Hills and Hawkesbury,New South Wales,ev_00714,"-33.738862,150.947523",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"8 Federation Rd, Sydney, 2050",exploren,2,DC,50 kW,-33.89360765,151.1783463,Inner West Council,2050,Existing Fast Chargers,117,Sydney - City and Inner South,New South Wales,ev_00718,"-33.893608,151.178346",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"8 Kosciuszko Rd, Jindabyne, 2627",bp,4,DC,75 kW,-36.4147548,148.6177838,Snowy Monaro Regional Council,2627,Existing Fast Chargers,101,Capital Region,New South Wales,ev_00721,"-36.414755,148.617784",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_identity,False,review_ambiguous,False
,"8/24 Cross St, Wagga Wagga, NSW 2650",nrma electric,2,DC,50 kW,-31.7223908,148.6571378,Wagga Wagga City Council,2827,TfNSW Regional,105,Far West and Orana,New South Wales,ev_00726,"-31.722391,148.657138",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,review_identity,False
,"80 Little Barber St, Gunnedah, 2380",nrma electric,2,DC,50 kW,-30.97803908,150.2508509,Gunnedah Shire Council,2380,Existing Fast Chargers,110,New England and North West,New South Wales,ev_00727,"-30.978039,150.250851",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_identity,False,unmatched,False
,"81 Hickory St, Dorrigo, NSW 2453, Australia",nrma electric,4,DC,75 kW,-30.9529988,148.3875852,Bellingen Shire Council,2829,TfNSW Regional,105,Far West and Orana,New South Wales,ev_00729,"-30.952999,148.387585",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"82 Marsh St, Armidale, NSW 2350, Australia",nrma electric,2,DC,50 kW,-34.4476103,147.5348555,Armidale Regional Council,2666,TfNSW Regional,113,Riverina,New South Wales,ev_00735,"-34.447610,147.534855",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_identity,False,review_identity,False
,"87 Winbourne Rd, Sydney, 2100",jolt,2,DC,25 kW,-33.76207512,151.2724464,Northern Beaches Council,2100,Existing Fast Chargers,122,Sydney - Northern Beaches,New South Wales,ev_00745,"-33.762075,151.272446",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"888 Pittwater Rd, Sydney, 2099",tesla motors,4,DC,250 kW,-33.75321026,151.2873604,Northern Beaches Council,2099,Existing Fast Chargers,122,Sydney - Northern Beaches,New South Wales,ev_00753,"-33.753210,151.287360",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_identity,False,unmatched,False,unmatched,False,review_identity,False
,"88-90 Houston Rd, Sydney, 2032",evie networks,2,DC,50 kW,-33.92407212,151.2266947,Randwick City Council,2032,Existing Fast Chargers,118,Sydney - Eastern Suburbs,New South Wales,ev_00754,"-33.924072,151.226695",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_shared_external,False,unmatched,False,unmatched,False,review_identity,False
,"89 Barwan St, Narrabri, NSW 2390, Australia,",nrma electric,4,DC,50 kW,-29.0572067,152.0186837,Narrabri Shire Council,2372,TfNSW Regional,110,New England and North West,New South Wales,ev_00755,"-29.057207,152.018684",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_identity,False,review_identity,False
,"89 Williamson Rd, Sydney, 2565",bp,4,DC,150 kW,-33.98851456,150.8593694,Campbelltown City Council,2565,Existing Fast Chargers,123,Sydney - Outer South West,New South Wales,ev_00757,"-33.988515,150.859369",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"9 Lagoon St, Sydney, 2101",jolt,2,DC,25 kW,-33.7136587,151.2982913,Northern Beaches Council,2101,Existing Fast Chargers,122,Sydney - Northern Beaches,New South Wales,ev_00766,"-33.713659,151.298291",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"9 Vickery Ave, Sydney, 2029",evie networks,4,DC,75 kW,-33.87136141,151.2644124,Woollahra Municipal Council,2029,Existing Fast Chargers,118,Sydney - Eastern Suburbs,New South Wales,ev_00769,"-33.871361,151.264412",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_shared_external,False,unmatched,False,unmatched,False,unmatched,False
Evie Networks,"92 Houston Rd, Kingsford NSW 2032, Australia",evie networks,2,DC,50 kW,-33.9242319,151.2266791,Randwick City Council,2032,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_00775,"-33.924232,151.226679",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_shared_external,False,unmatched,False,unmatched,False,review_identity,False
,"93 Princes Hwy, Ulladulla, 2539",chargehub,2,DC,25 kW,-35.3576507,150.4733804,Shoalhaven City Council,2539,Existing Fast Chargers,114,Southern Highlands and Shoalhaven,New South Wales,ev_00778,"-35.357651,150.473380",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_identity,False,unmatched,False,unmatched,False,review_identity,False
,"96-100 Centennial Cct, Byron Bay, 2481",chargefox,1,DC,80 kW,-28.6372513,153.5806587,Byron Shire Council,2481,Existing Fast Chargers,112,Richmond - Tweed,New South Wales,ev_00787,"-28.637251,153.580659",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"97R Brook St, Sydney, 2034",chargefox,2,DC,42 kW,-33.91910615,151.2547838,Randwick City Council,2034,Existing Fast Chargers,118,Sydney - Eastern Suburbs,New South Wales,ev_00791,"-33.919106,151.254784",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"Anderson St, Sydney, 2067",exploren,2,DC,50 kW,-33.79641046,151.1836096,Willoughby City Council,2067,Existing Fast Chargers,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00801,"-33.796410,151.183610",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_identity,False,unmatched,False
,"Avenue Rd, Sydney, 2088",bp,2,DC,75 kW,-33.83197602,151.2373874,Mosman Municipal Council,2088,Existing Fast Chargers,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00804,"-33.831976,151.237387",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"Bellambi Ln, Wollongong, 2518",exploren,2,DC,120 kW,-34.36218023,150.907982,Wollongong City Council,2518,Existing Fast Chargers,107,Illawarra,New South Wales,ev_00810,"-34.362180,150.907982",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"Berowra Railway Station, Pacific Highway, Berowra, New South Wales 2081, Australia",jolt,1,DC,25 kW,-33.623906,151.151802,"Hornsby, The Council of the Shire of",2081,TfNSW Commuter Car Parks,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00811,"-33.623906,151.151802",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_identity,False,review_identity,False
,"Bunnerong Rd, Sydney, 2036",chargefox,2,DC,40 kW,-33.97296101,151.2365656,Randwick City Council,2036,Existing Fast Chargers,118,Sydney - Eastern Suburbs,New South Wales,ev_00817,"-33.972961,151.236566",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_shared_external,False,unmatched,False
,"Camden Valley Way &, Somerset Ave, Narellan NSW 2567",evie networks,4,DC,150 kW,-34.0397301,150.7385139,Camden Council,2022,ARENA - Driving the Nation,123,Sydney - Outer South West,New South Wales,ev_00819,"-34.039730,150.738514",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_identity,False,review_identity,False,unmatched,False,review_identity,False
,"Car park, 51 Evans St (Victoria Park), Inverell, NSW 2360, Australia",nrma electric,2,DC,75 kW,-35.1086448,147.3732036,Inverell Shire Council,2650,TfNSW Regional,113,Riverina,New South Wales,ev_00822,"-35.108645,147.373204",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_identity,False,review_identity,False
,"Car park, Little Hoskins St, Temora, NSW 2666",nrma electric,2,DC,50 kW,-30.9827002,151.5928644,Temora Shire Council,2354,TfNSW Regional,110,New England and North West,New South Wales,ev_00823,"-30.982700,151.592864",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_identity,False,unmatched,False
,"Castlereagh Rd, Sydney, 2750",ampol,2,DC,150 kW,-33.74298103,150.69296,Penrith City Council,2750,Existing Fast Chargers,124,Sydney - Outer West and Blue Mountains,New South Wales,ev_00825,"-33.742981,150.692960",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,review_shared_external,False,review_shared_external,False,review_shared_external,False
,"Cnr Herring Rd & Waterloo Rd, Sydney, 2113",tesla motors,20,DC,130 kW,-33.77721726,151.1208809,"Ryde, Council of the City of",2113,Existing Fast Chargers,126,Sydney - Ryde,New South Wales,ev_00835,"-33.777217,151.120881",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_identity,False,unmatched,False,review_identity,False,review_identity,False
,"Cnr Trafalgar St & Pembroke St, Sydney, 2024",chargefox,2,DC,50 kW,-33.90722527,151.2647708,Waverley Council,2024,Existing Fast Chargers,118,Sydney - Eastern Suburbs,New South Wales,ev_00837,"-33.907225,151.264771",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"Cronulla Railway Station, Tonkin Street, Cronulla, New South Wales 2230, Australia",jolt,1,DC,25 kW,-34.05771,151.151975,Sutherland Shire Council,2230,TfNSW Commuter Car Parks,128,Sydney - Sutherland,New South Wales,ev_00841,"-34.057710,151.151975",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"Gardeners Rd, Sydney, 2020",jolt,2,DC,25 kW,-33.92049354,151.1907497,"Sydney, Council of the City of",2020,Existing Fast Chargers,117,Sydney - City and Inner South,New South Wales,ev_00858,"-33.920494,151.190750",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,review_identity,False
,"Gardeners Rd, Sydney, 2020",jolt,2,DC,25 kW,-33.92059364,151.1914745,"Sydney, Council of the City of",2020,Existing Fast Chargers,117,Sydney - City and Inner South,New South Wales,ev_00859,"-33.920594,151.191474",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,review_identity,False
,"Harbour Boulevard, Shell Cove, 2529",chargefox,2,DC,350 kW,-34.58859964,150.8661131,Shellharbour City Council,2529,Existing Fast Chargers,107,Illawarra,New South Wales,ev_00867,"-34.588600,150.866113",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_identity,False,unmatched,False
,"Hassall Street & James Rouse Drive, Sydney, 2142",bp,4,DC,150 kW,-33.81968873,151.0213023,"Parramatta, Council of the City of",2142,Existing Fast Chargers,125,Sydney - Parramatta,New South Wales,ev_00869,"-33.819689,151.021302",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_identity,False,review_shared_external,False
,"Hastings St, Wauchope, 2446",nrma electric,4,DC,60 kW,-31.4561542,152.7327227,Port Macquarie-Hastings Council,2446,Existing Fast Chargers,108,Mid North Coast,New South Wales,ev_00870,"-31.456154,152.732723",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"Holborn Ct, Sydney, 2557",exploren,4,DC,150 kW,-34.02030235,150.7634565,Camden Council,2557,Existing Fast Chargers,127,Sydney - South West,New South Wales,ev_00877,"-34.020302,150.763456",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,review_identity,False
,"John Renshaw Dr, Beresfield, 2322",bp,2,DC,75 kW,-32.81193998,151.6394685,Newcastle City Council,2322,Existing Fast Chargers,111,Newcastle and Lake Macquarie,New South Wales,ev_00883,"-32.811940,151.639468",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"Kable Ave, Tamworth, 2340",nrma electric,2,DC,50 kW,-31.0903554,150.9274134,Tamworth Regional Council,2340,Existing Fast Chargers,110,New England and North West,New South Wales,ev_00884,"-31.090355,150.927413",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_identity,False,unmatched,False,review_identity,False,unmatched,False
,"Kintore Headframe Car Park, 51 Bromide St, Broken Hill, NSW 2880, Australia",nrma electric,2,DC,50 kW,-31.557857,143.3855021,Broken Hill City Council,2836,TfNSW Regional,105,Far West and Orana,New South Wales,ev_00887,"-31.557857,143.385502",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_identity,False,unmatched,False
,"Koonya Cct, Sydney, 2229",exploren,2,DC,50 kW,-34.0278569,151.1217848,Sutherland Shire Council,2229,Existing Fast Chargers,128,Sydney - Sutherland,New South Wales,ev_00889,"-34.027857,151.121785",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_identity,False,unmatched,False,unmatched,False,unmatched,False
,"Lake Haven Dr, Lake Haven NSW 2263",engie,2,DC,150 kW,-33.2445959,151.498974,Camden Council,2263,ARENA - Driving the Nation,102,Central Coast,New South Wales,ev_00891,"-33.244596,151.498974",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"North Ter, Sydney, 2200",chargefox,4,DC,200 kW,-33.91649454,151.0402563,Canterbury Bankstown Council,2200,Existing Fast Chargers,119,Sydney - Inner South West,New South Wales,ev_00919,"-33.916495,151.040256",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"Oatley Railway Station, Oatley Pde, Oatley, New South Wales 2223, Australia",jolt,1,DC,25 kW,-33.981453,151.079434,Georges River Council,2223,TfNSW Commuter Car Parks,119,Sydney - Inner South West,New South Wales,ev_00921,"-33.981453,151.079434",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"Orchard Ct, Bathurst, 2795",exploren,2,DC,120 kW,-33.42979584,149.560006,Bathurst Regional Council,2795,Existing Fast Chargers,103,Central West,New South Wales,ev_00924,"-33.429796,149.560006",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"Pacific Hwy Cnr, 13-15 Costa Ave, Charmhaven NSW 2263",ampol,4,DC,125 kW,-33.2179895,151.5103011,Maitland City Council,2263,ARENA - Driving the Nation,102,Central Coast,New South Wales,ev_00926,"-33.217990,151.510301",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,review_identity,False,unmatched,False,unmatched,False
,"Parramatta Rd 214, Sydney, 2134",everty,2,DC,60 kW,-33.86979084,151.1106677,Burwood Council,2134,Existing Fast Chargers,120,Sydney - Inner West,New South Wales,ev_00928,"-33.869791,151.110668",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"Penrith Railway Station, Jane St, Penrith, New South Wales 2750, Australia",jolt,1,DC,25 kW,-33.750304,150.694089,Penrith City Council,2750,TfNSW Commuter Car Parks,124,Sydney - Outer West and Blue Mountains,New South Wales,ev_00929,"-33.750304,150.694089",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"Pittwater Road, Sydney, 2101",jolt,2,DC,25 kW,-33.71376381,151.2971421,Northern Beaches Council,2101,Existing Fast Chargers,122,Sydney - Northern Beaches,New South Wales,ev_00931,"-33.713764,151.297142",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"Prince of Wales Dr, Sydney, 2073",exploren,2,DC,60 kW,-33.76357562,151.1336246,Ku-ring-gai Council,2073,Existing Fast Chargers,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00934,"-33.763576,151.133625",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,"Prospect St, Holbrook, 2644",nrma electric,2,DC,50 kW,-35.7181522,147.316019,Greater Hume Shire Council,2644,Existing Fast Chargers,109,Murray,New South Wales,ev_00938,"-35.718152,147.316019",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_identity,False,review_identity,False
,"Rosevillle Railway Station, Hill Street, Roseville, New South Wales 2069, Australia",jolt,1,DC,25 kW,-33.782904,151.175213,Ku-ring-gai Council,2069,TfNSW Commuter Car Parks,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00947,"-33.782904,151.175213",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
