augmentation_source,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,SA4_CODE26,SA4_NAME26,STE_NAME26,source_record_id,dc_location_key,augmentation_status,match_distance_m,match_method,external_id,external_title,external_address,external_operator,external_dc_plug_types,external_usage_cost_text,external_access_type,external_bay_count,external_number_of_points,external_status,external_last_verified,external_provider,external_provider_license,external_source_url,augmented
osm,,"19 Richmond Rd, Sydney, 2140",jolt,2,DC,25 kW,-33.86603808,151.0644525,Strathfield,2140,Existing Fast Chargers,120,Sydney - Inner West,New South Wales,ev_00248,"-33.866038,151.064452",matched,5.58,nearby_identity,node/9290610873,,,Jolt,CCS Type 2; CHAdeMO,,yes,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/9290610873,True
osm,,"198 Great Western Highway, Hazelbrook, NSW, 2779",ampol,2,DC,125 kW,-33.7211325,150.4521067,Blue Mountains City Council,2779,ARENA - Driving the Nation,124,Sydney - Outer West and Blue Mountains,New South Wales,ev_00256,"-33.721133,150.452107",matched,23.29,nearby_identity,node/11335199123,,,AmpCharge,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/11335199123,True
osm,,"2 Corkwood Rd, Valla, 2448",bp,2,DC,75 kW,-30.6267528,152.9724735,Nambucca Valley Council,2448,Existing Fast Chargers,108,Mid North Coast,New South Wales,ev_00265,"-30.626753,152.972474",matched,6.2,nearby_identity,node/11495572569,bp pulse,,bp pulse,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/11495572569,True
osm,,"2 Hercules Street, Murrumbateman, 2582",evie networks,2,DC,50 kW,-34.96936041,149.03,Yass Valley Council,2582,Existing Fast Chargers,101,Capital Region,New South Wales,ev_00270,"-34.969360,149.030000",matched,14.16,nearby_identity,node/9366472089,,,Evie Networks,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/9366472089,True
osm,,"2 Ocean Dr, Kew, 2439",tesla motors,8,DC,250 kW,-31.63426031,152.7250501,Port Macquarie-Hastings Council,2439,Existing Fast Chargers,108,Mid North Coast,New South Wales,ev_00277,"-31.634260,152.725050",matched,9.53,nearby_identity,node/12753915088,Kew Supercharger,,Tesla,CCS Type 2,,yes,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/12753915088,True
osm,,"201 Manning River Drive, Taree, 2430",evie networks,4,DC,150 kW,-31.94333438,152.4706146,Mid-Coast Council,2430,Existing Fast Chargers,108,Mid North Coast,New South Wales,ev_00303,"-31.943334,152.470615",matched,1.63,nearby_identity,node/7612252206,,,Evie Networks,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/7612252206,True
osm,,"201 Sloane St, Goulburn, 2580",tesla motors,16,DC,130 kW,-34.75552357,149.720998,Goulburn Mulwaree Council,2580,Existing Fast Chargers,101,Capital Region,New South Wales,ev_00304,"-34.755524,149.720998",matched,4.87,nearby_identity,node/4016257448,Tesla Supercharger,201 Sloane Street,Tesla,Tesla Supercharger (OSM label); Tesla Supercharger CCS (OSM label),,yes,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/4016257448,True
osm,,"205 Old Hume Hwy, Mittagong, 2575",evie networks,4,DC,150 kW,-34.44672777,150.436991,Wingecarribee Shire Council,2575,Existing Fast Chargers,114,Southern Highlands and Shoalhaven,New South Wales,ev_00310,"-34.446728,150.436991",matched,2.63,nearby_identity,node/11365114635,,,Evie Networks,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/11365114635,True
osm,,"224 Princes Hwy, Wollongong, 2519",bp,2,DC,75 kW,-34.40332537,150.8914635,Wollongong City Council,2519,Existing Fast Chargers,107,Illawarra,New South Wales,ev_00334,"-34.403325,150.891463",matched,1.22,nearby_identity,node/10783513810,,,bp pulse,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/10783513810,True
osm,,"224 Prospect Hwy, Seven Hills NSW 2147",evie networks,4,DC,150 kW,-33.77578997,150.9330864,Cumberland Council,2147,ARENA - Driving the Nation,116,Sydney - Blacktown,New South Wales,ev_00335,"-33.775790,150.933086",matched,7.61,nearby_identity,node/11365136257,,,Evie Networks,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/11365136257,True
osm,,"2285 Pacific Hwy, Heatherbrae, 2324",tesla motors,12,DC,130 kW,-32.78729434,151.7283534,Port Stephens Council,2324,Existing Fast Chargers,106,Hunter Valley exc Newcastle,New South Wales,ev_00343,"-32.787294,151.728353",matched,0.05,nearby_identity,node/6816990777,Tesla Supercharger Heatherbrae,,Tesla,CCS Type 2,,customers,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/6816990777,True
osm,,"2398 Pacific Hwy, Heatherbrae, 2324",bp,2,DC,75 kW,-32.78334139,151.7370591,Port Stephens Council,2324,Existing Fast Chargers,106,Hunter Valley exc Newcastle,New South Wales,ev_00352,"-32.783341,151.737059",matched,7.18,nearby_identity,node/10647829948,,,BP Pulse,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/10647829948,True
osm,,"24 Cooper St, Macksville, 2447",evie networks,4,DC,350 kW,-30.71023028,152.9197698,Nambucca Valley Council,2447,Existing Fast Chargers,108,Mid North Coast,New South Wales,ev_00354,"-30.710230,152.919770",matched,7.28,nearby_identity,node/8505686311,,,Evie Networks,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/8505686311,True
osm,,"24 Sallys Corner Rd, Exeter, 2579",tesla motors,6,DC,250 kW,-34.60929234,150.2297688,Wingecarribee Shire Council,2579,Existing Fast Chargers,114,Southern Highlands and Shoalhaven,New South Wales,ev_00357,"-34.609292,150.229769",matched,6.32,nearby_identity,node/10744631135,Tesla Supercharger,,Tesla,Tesla Supercharger (OSM label),,yes,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/10744631135,True
osm,,"24-42 King Georges Rd, Sydney, 2195",bp,2,DC,75 kW,-33.91960065,151.0668519,Canterbury Bankstown Council,2195,Existing Fast Chargers,119,Sydney - Inner South West,New South Wales,ev_00364,"-33.919601,151.066852",matched,10.1,nearby_identity,node/10218282678,,,bp pulse,CCS Type 2; CHAdeMO,,yes,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/10218282678,True
osm,,"250 Comur St, Yass, 2582",chargefox,4,DC,47 kW,-34.84551056,148.9151892,Yass Valley Council,2582,Existing Fast Chargers,101,Capital Region,New South Wales,ev_00370,"-34.845511,148.915189",matched,29.66,nearby_identity,node/12441111761,,,Chargefox,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/12441111761,True
osm,,"253 Pacific Hwy, Coffs Harbour, 2450",tesla motors,12,DC,130 kW,-30.28143948,153.1316667,Coffs Harbour City Council,2450,Existing Fast Chargers,104,Coffs Harbour - Grafton,New South Wales,ev_00374,"-30.281439,153.131667",matched,7.16,nearby_identity,node/5004854821,Tesla Supercharger,,Tesla,CCS Type 2,,yes,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/5004854821,True
osm,,"26 Bent St, Sydney, 2137",evie networks,2,DC,75 kW,-33.85437842,151.103997,"Canada Bay Council, City of",2137,Existing Fast Chargers,120,Sydney - Inner West,New South Wales,ev_00378,"-33.854378,151.103997",matched,7.46,nearby_identity,node/13168689959,,,Evie Networks,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/13168689959,True
osm,,"260A Liverpool Rd, Ashfield NSW 2131",evie networks,4,DC,50 kW,-33.889564,151.123599,Inner West Council,2131,ARENA - Driving the Nation,120,Sydney - Inner West,New South Wales,ev_00384,"-33.889564,151.123599",matched,20.6,nearby_identity,node/13382573701,,260A Liverpool Road,Evie Networks,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/13382573701,True
osm,,"2848 Pacific Hwy, Tyndale NSW, 2464",evie networks,4,DC,350 kW,-29.56122927,153.1492773,Clarence Valley Council,2464,Existing Fast Chargers,104,Coffs Harbour - Grafton,New South Wales,ev_00401,"-29.561229,153.149277",matched,3.15,nearby_identity,node/8994778322,,,Evie Networks,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/8994778322,True
osm,,"29-55 Twynam St, Narrandera, 2700",nrma electric,4,DC,180 kW,-34.74649754,146.5500761,Narrandera Shire Council,2700,Existing Fast Chargers,113,Riverina,New South Wales,ev_00408,"-34.746498,146.550076",matched,16.85,nearby_identity,node/10159370719,,,NRMA,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/10159370719,True
osm,,"2A Beach Rd, Batemans Bay, 2536",nrma electric,2,DC,50 kW,-35.70851156,150.1753874,Eurobodalla Shire Council,2536,Existing Fast Chargers,101,Capital Region,New South Wales,ev_00412,"-35.708512,150.175387",matched,14.14,nearby_identity,node/6512442081,,,NRMA,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/6512442081,True
osm,,"3 George St, North Strathfield NSW 2137",evie networks,4,DC,75 kW,-33.86390159,151.0894518,Strathfield Municipal Council,2137,ARENA - Driving the Nation,120,Sydney - Inner West,New South Wales,ev_00423,"-33.863902,151.089452",matched,9.92,nearby_identity,node/13168678393,,,Evie Networks,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/13168678393,True
osm,,"30 Dowling St, Sydney, 2096",jolt,2,DC,25 kW,-33.77897702,151.2838899,Northern Beaches Council,2096,Existing Fast Chargers,122,Sydney - Northern Beaches,New South Wales,ev_00432,"-33.778977,151.283890",matched,2.05,nearby_identity,node/9546004749,,30 Dowling Street,Jolt,CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/9546004749,True
osm,,"30-36 Sharp St, Cooma, 2630",tesla motors,10,DC,250 kW,-36.23294099,149.1322903,Snowy Monaro Regional Council,2630,Existing Fast Chargers,101,Capital Region,New South Wales,ev_00438,"-36.232941,149.132290",matched,5.52,nearby_identity,node/12639666383,Tesla Supercharger,,Tesla,CCS Type 2,,yes,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/12639666383,True
osm,,"32 Sydney St, Tarcutta, 2652",evie networks,4,DC,350 kW,-35.2771512,147.7360881,Wagga Wagga City Council,2652,Existing Fast Chargers,113,Riverina,New South Wales,ev_00455,"-35.277151,147.736088",matched,3.91,nearby_identity,node/7478006036,,,Evie Networks,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/7478006036,True
osm,,"322 Woodville Rd, Guildford NSW 2161",evie networks,4,DC,50 kW,-33.8521028,150.9955836,Cumberland Council,2161,ARENA - Driving the Nation,125,Sydney - Parramatta,New South Wales,ev_00457,"-33.852103,150.995584",matched,0.32,nearby_identity,node/11004256023,,,Evie Networks,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/11004256023,True
osm,,"329-339 Princes Hwy, Sydney, 2044",bp,2,DC,75 kW,-33.91611516,151.1728939,Inner West Council,2044,Existing Fast Chargers,117,Sydney - City and Inner South,New South Wales,ev_00461,"-33.916115,151.172894",matched,1.18,nearby_identity,node/10907235224,,,bp pulse,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/10907235224,True
osm,,"34 Annie Pyers Dr, Gundagai, 2722",tesla motors,12,DC,130 kW,-35.00212117,148.1098549,Cootamundra-gundagai Regional Council,2722,Existing Fast Chargers,113,Riverina,New South Wales,ev_00470,"-35.002121,148.109855",matched,2.35,nearby_identity,node/4027667916,Tesla Supercharger,,Tesla,Tesla Supercharger (OSM label); Tesla Supercharger CCS (OSM label),,yes,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/4027667916,True
osm,,"368 Anzac Pde, Sydney, 2032",bp,2,DC,75 kW,-33.91983588,151.226974,Randwick City Council,2032,Existing Fast Chargers,118,Sydney - Eastern Suburbs,New South Wales,ev_00495,"-33.919836,151.226974",matched,9.04,nearby_identity,node/13206142331,,,bp pulse,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/13206142331,True
osm,,"37 Nabiac St, Nabiac, 2312",nrma electric,2,DC,50 kW,-32.09907112,152.3815746,Mid-Coast Council,2312,Existing Fast Chargers,108,Mid North Coast,New South Wales,ev_00496,"-32.099071,152.381575",matched,15.38,nearby_identity,node/6489797683,,,NRMA,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/6489797683,True
osm,,"38 Swift St, Holbrook, 2644",tesla motors,9,DC,250 kW,-35.72254759,147.3175105,Greater Hume Shire Council,2644,Existing Fast Chargers,109,Murray,New South Wales,ev_00503,"-35.722548,147.317510",matched,14.25,nearby_identity,node/11290026319,Tesla Supercharger,,Tesla,Tesla Supercharger (OSM label),,yes,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/11290026319,True
osm,,"3A Cowell St, Sydney, 2111",evie networks,2,DC,75 kW,-33.83281286,151.1277918,"Hunters Hill, The Council of the Municipality of",2111,Existing Fast Chargers,126,Sydney - Ryde,New South Wales,ev_00511,"-33.832813,151.127792",matched,20.07,nearby_identity,node/13073547942,,,Evie Networks,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/13073547942,True
osm,,"4 Tindall St, Sydney, 2560",evie networks,4,DC,150 kW,-34.07206311,150.8051261,Campbelltown City Council,2560,Existing Fast Chargers,123,Sydney - Outer South West,New South Wales,ev_00517,"-34.072063,150.805126",matched,6.15,nearby_identity,node/11419885107,,,Evie Networks,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/11419885107,True
osm,,"401 Cabramatta Rd W, Cabramatta NSW 2166",evie networks,4,DC,50 kW,-33.898778,150.919791,Fairfield City Council,2166,ARENA - Driving the Nation,127,Sydney - South West,New South Wales,ev_00528,"-33.898778,150.919791",matched,18.64,nearby_identity,node/9215252226,,,Evie Networks,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/9215252226,True
osm,,"403 Tarean Rd, Karuah, 2324",chargefox,6,DC,185 kW,-32.6538509,151.9625806,Port Stephens Council,2324,Existing Fast Chargers,106,Hunter Valley exc Newcastle,New South Wales,ev_00529,"-32.653851,151.962581",matched,8.18,nearby_identity,node/7042825731,,,Chargefox,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/7042825731,True
osm,,"41 Bruxner Hwy, Ballina, 2478",bp,2,DC,75 kW,-28.86161666,153.5169069,Ballina Shire Council,2478,Existing Fast Chargers,112,Richmond - Tweed,New South Wales,ev_00532,"-28.861617,153.516907",matched,5.13,nearby_identity,node/10687073170,,,bp pulse,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/10687073170,True
osm,,"42 Camden Rd, Sydney, 2560",chargefox,4,DC,200 kW,-34.07161666,150.8059289,Campbelltown City Council,2560,Existing Fast Chargers,123,Sydney - Outer South West,New South Wales,ev_00542,"-34.071617,150.805929",matched,5.64,nearby_identity,node/11842761957,,,Chargefox,CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/11842761957,True
osm,,"4-6 New St, Lawson NSW 2783",evie networks,4,DC,50 kW,-33.720695,150.429727,Blue Mountains City Council,2783,ARENA - Driving the Nation,124,Sydney - Outer West and Blue Mountains,New South Wales,ev_00565,"-33.720695,150.429727",matched,1.08,nearby_identity,node/12404567155,,,Evie Networks,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/12404567155,True
osm,,"5 Willowdale Dr, Denham Court NSW 2565",evie networks,4,DC,75 kW,-33.97585397,150.811619,Campbelltown City Council,2565,ARENA - Driving the Nation,123,Sydney - Outer South West,New South Wales,ev_00591,"-33.975854,150.811619",matched,3.24,nearby_identity,node/13064502527,,,Evie Networks,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/13064502527,True
osm,,"528 John Oxley Dr, Thrumster, 2444",nrma electric,2,DC,50 kW,-31.45803208,152.8274244,Port Macquarie-Hastings Council,2444,Existing Fast Chargers,108,Mid North Coast,New South Wales,ev_00606,"-31.458032,152.827424",matched,11.76,nearby_identity,node/7853821459,,,NRMA,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/7853821459,True
osm,,"53 Sydney Rd, Goulburn, 2580",chargefox,2,DC,50 kW,-34.74796201,149.7496456,Goulburn Mulwaree Council,2580,Existing Fast Chargers,101,Capital Region,New South Wales,ev_00609,"-34.747962,149.749646",matched,3.97,nearby_identity,node/7021322234,,,Chargefox,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/7021322234,True
osm,,"54 Minjungbal Dr, Tweed Heads, 2486",evie networks,4,DC,150 kW,-28.19898503,153.545985,Tweed Shire Council,2486,Existing Fast Chargers,112,Richmond - Tweed,New South Wales,ev_00616,"-28.198985,153.545985",matched,3.86,nearby_identity,node/12926990585,,,Evie Networks,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/12926990585,True
osm,,"56 Morpeth St, Harwood, 2465",tesla motors,8,DC,130 kW,-29.42699904,153.2391471,Clarence Valley Council,2465,Existing Fast Chargers,104,Coffs Harbour - Grafton,New South Wales,ev_00627,"-29.426999,153.239147",matched,5.48,nearby_identity,node/7140188595,Tesla Supercharger,,Tesla,Tesla Supercharger (OSM label),,yes,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/7140188595,True
osm,,"58 Phillip St, West Tamworth, 2340",tesla motors,8,DC,130 kW,-31.10164969,150.9171261,Tamworth Regional Council,2340,Existing Fast Chargers,110,New England and North West,New South Wales,ev_00636,"-31.101650,150.917126",matched,6.01,nearby_identity,node/6456723747,Tesla Supercharger,,Tesla,CCS Type 2,,yes,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/6456723747,True
osm,,"580 Parramatta Rd, Sydney, 2132",bp,4,DC,75 kW,-33.87410415,151.1267628,Inner West Council,2132,Existing Fast Chargers,120,Sydney - Inner West,New South Wales,ev_00637,"-33.874104,151.126763",matched,4.49,nearby_identity,node/10208698066,,,bp pulse,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/10208698066,True
osm,,"594 Anzac Pde, Sydney, 2032",evie networks,4,DC,75 kW,-33.92659564,151.2313293,Randwick City Council,2032,Existing Fast Chargers,118,Sydney - Eastern Suburbs,New South Wales,ev_00642,"-33.926596,151.231329",matched,16.78,nearby_identity,node/13206176474,,,Evie Networks,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/13206176474,True
osm,,"6 Boundary St, Sydney, 2081",chargefox,2,DC,75 kW,-33.62137942,151.1494484,"Hornsby, The Council of the Shire of",2081,Existing Fast Chargers,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00647,"-33.621379,151.149448",matched,13.24,nearby_identity,node/12167440484,,,Chargefox,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/12167440484,True
osm,,"634-726 Princes Hwy, Tempe NSW 2044",evie networks,4,DC,150 kW,-33.92288364,151.1652088,Inner West Council,2044,ARENA - Driving the Nation,117,Sydney - City and Inner South,New South Wales,ev_00669,"-33.922884,151.165209",matched,14.29,nearby_identity,node/13064491791,,,Evie Networks,CCS Type 2,,yes,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/13064491791,True
osm,,"7 Bungan St, Sydney, 2103",jolt,2,DC,25 kW,-33.6760501,151.3031301,Northern Beaches Council,2103,Existing Fast Chargers,122,Sydney - Northern Beaches,New South Wales,ev_00681,"-33.676050,151.303130",matched,10.78,nearby_identity,node/9204398603,,Bungan Street,Jolt,CHAdeMO,,yes,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/9204398603,True
osm,,"7 Tank St, Lithgow, 2790",nrma electric,4,DC,50 kW,-33.47800605,150.1611241,"Lithgow Council, City of",2790,Existing Fast Chargers,103,Central West,New South Wales,ev_00687,"-33.478006,150.161124",matched,5.35,nearby_identity,node/6656233420,,,NRMA,CCS Type 2; CHAdeMO,,yes,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/6656233420,True
osm,,"76 Wingewarra St, Dubbo, 2830",tesla motors,8,DC,130 kW,-32.24995,148.6091822,Dubbo Regional Council,2830,Existing Fast Chargers,105,Far West and Orana,New South Wales,ev_00706,"-32.249950,148.609182",matched,2.68,nearby_identity,node/6456722833,Tesla Supercharger,,Tesla,CCS Type 2,,yes,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/6456722833,True
osm,,"772 Anzac Pde, Sydney, 2035",evie networks,4,DC,75 kW,-33.93800905,151.2385195,Randwick City Council,2035,Existing Fast Chargers,118,Sydney - Eastern Suburbs,New South Wales,ev_00710,"-33.938009,151.238519",matched,7.0,nearby_identity,node/13206130158,,,Evie Networks,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/13206130158,True
osm,,"8 Euston Rd, Sydney, 2015",exploren,2,DC,120 kW,-33.90533738,151.1936567,"Sydney, Council of the City of",2015,Existing Fast Chargers,117,Sydney - City and Inner South,New South Wales,ev_00717,"-33.905337,151.193657",matched,13.67,nearby_identity,node/13073609605,,,Exploren,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/13073609605,True
osm,,"819-827 Anzac Pde, Sydney, 2035",jolt,2,DC,25 kW,-33.94349854,151.2397227,Randwick City Council,2035,Existing Fast Chargers,118,Sydney - Eastern Suburbs,New South Wales,ev_00734,"-33.943499,151.239723",matched,7.83,nearby_identity,node/9290676154,,,Jolt,CCS Type 2; CHAdeMO,,yes,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/9290676154,True
osm,,"85/91 Commissioner St, Cooma, 2630",tesla motors,8,DC,150 kW,-36.23552257,149.1267948,Snowy Monaro Regional Council,2630,Existing Fast Chargers,101,Capital Region,New South Wales,ev_00739,"-36.235523,149.126795",matched,0.74,nearby_identity,node/6979040237,Tesla Supercharger,,Tesla,Tesla Supercharger (OSM label),,yes,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/6979040237,True
osm,,"872 Anzac Pde, Sydney, 2035",evie networks,2,DC,75 kW,-33.94314819,151.2396466,Randwick City Council,2035,Existing Fast Chargers,118,Sydney - Eastern Suburbs,New South Wales,ev_00746,"-33.943148,151.239647",matched,14.04,nearby_identity,node/13206154678,,,Evie Networks,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/13206154678,True
osm,,"89 Market St, Balranald, 2715",nrma electric,2,DC,50 kW,-34.63954159,143.5647087,Balranald Shire Council,2715,Existing Fast Chargers,109,Murray,New South Wales,ev_00756,"-34.639542,143.564709",matched,21.75,nearby_identity,node/7742159359,,,NRMA,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/7742159359,True
osm,,"917-923 Old Northern Rd, Dural, NSW, 2158",ampol,2,DC,125 kW,-33.6828871,151.0284517,"Hornsby, The Council of the Shire of",2158,ARENA - Driving the Nation,115,Sydney - Baulkham Hills and Hawkesbury,New South Wales,ev_00774,"-33.682887,151.028452",matched,14.64,nearby_identity,node/13805076026,,,AmpCharge,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/13805076026,True
osm,,"9-49 Chapel Rd, Bankstown NSW 2200",evie networks,4,DC,50 kW,-33.931975,151.030127,Canterbury Bankstown Council,2200,ARENA - Driving the Nation,119,Sydney - Inner South West,New South Wales,ev_00783,"-33.931975,151.030127",matched,9.05,nearby_identity,node/9363608762,,,Evie Networks,CCS Type 2; CHAdeMO,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/9363608762,True
osm,,"96 Mackay Ave, Yoogali, 2680",chargefox,2,DC,50 kW,-34.29922127,146.0782252,Griffith City Council,2680,Existing Fast Chargers,113,Riverina,New South Wales,ev_00785,"-34.299221,146.078225",matched,7.27,nearby_identity,node/11963693701,,,Chargefox,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/11963693701,True
