augmentation_source,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,SA4_CODE26,SA4_NAME26,STE_NAME26,source_record_id,dc_location_key,augmentation_status,match_distance_m,match_method,external_id,external_title,external_address,external_operator,external_dc_plug_types,external_usage_cost_text,external_access_type,external_bay_count,external_number_of_points,external_status,external_last_verified,external_provider,external_provider_license,external_source_url,augmented
evie,,"1 Bells Blvd, Kingscliff, 2487",evie networks,4,DC,75 kW,-28.27690295,153.5770781,Tweed Shire Council,2487,Existing Fast Chargers,112,Richmond - Tweed,New South Wales,ev_00007,"-28.276903,153.577078",matched,0.17,nearby_identity,6398,Salt Village – Kingscliff,1 Bells Blvd  Kingscliff 2487,Evie Networks,CCS Type 2; CHAdeMO,0.62/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"1 Frederick St, Sydney, 2064",evie networks,6,DC,150 kW,-33.81707912,151.1889369,Willoughby City Council,2064,Existing Fast Chargers,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00017,"-33.817079,151.188937",matched,0.1,nearby_identity,7285,Home HQ – Artarmon,1 Frederick St  Artarmon 2064,Evie Networks,CCS Type 2,0.71/kWh + 0.04/kWh (11:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"1 Ingham Dr, Casula NSW 2170",evie networks,4,DC,50 kW,-33.948829,150.90027,Liverpool City Council,2170,ARENA - Driving the Nation,127,Sydney - South West,New South Wales,ev_00024,"-33.948829,150.900270",matched,0.03,nearby_identity,4859,Casula Mall,1 Ingham Dr  Casula 2170,Evie Networks,CCS Type 2; CHAdeMO,0.62/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"1 Perry St, Batemans Bay, 2536",evie networks,4,DC,75 kW,-35.70737242,150.1761672,Eurobodalla Shire Council,2536,Existing Fast Chargers,101,Capital Region,New South Wales,ev_00037,"-35.707372,150.176167",matched,33.1,nearby_identity,6798,Batemans Bay Village Centre,1 Perry Street  Batemans Bay 2536,Evie Networks,CCS Type 2,0.74/kWh,,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"10 Brookfield Rd, Minto NSW 2566",evie networks,4,DC,75 kW,-34.03094307,150.8490285,Campbelltown City Council,2566,ARENA - Driving the Nation,123,Sydney - Outer South West,New South Wales,ev_00051,"-34.030943,150.849029",matched,3.33,nearby_identity,6401,Minto Mall,10 Brookfield Road  Minto 2566,Evie Networks,CCS Type 2; CHAdeMO,0.60/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"10 Elizabeth St, Bathurst, 2795",evie networks,4,DC,150 kW,-33.41417222,149.5833564,Bathurst Regional Council,2795,Existing Fast Chargers,103,Central West,New South Wales,ev_00054,"-33.414172,149.583356",matched,0.07,nearby_identity,7320,10 Elizabeth Street Parking – Bathurst,10 Elizabeth Street  Bathurst 2795,Evie Networks,CCS Type 2; CHAdeMO,0.82/kWh,,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"119 Stenhouse Drive, Cameron Park, 2285",evie networks,8,DC,350 kW,-32.89647352,151.5977107,Lake Macquarie City Council,2285,Existing Fast Chargers,111,Newcastle and Lake Macquarie,New South Wales,ev_00103,"-32.896474,151.597711",matched,0.07,nearby_identity,6211,Ampol – Cameron Park,119 Stenhouse Drive  Cameron Park 2285,Evie Networks,CCS Type 2,0.79/kWh,,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"12 Lord St, Botany NSW 2019",evie networks,4,DC,75 kW,-33.939429,151.1970375,Bayside Council,2019,ARENA - Driving the Nation,117,Sydney - City and Inner South,New South Wales,ev_00111,"-33.939429,151.197037",matched,112.77,nearby_identity,4539,Vanguard Logistics – Botany,12 Lord Street  Botany 2019,Evie Networks,CCS Type 2; CHAdeMO,0.60/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"128 Flood Street, Leichhardt NSW 2040",evie networks,4,DC,75 kW,-33.88518,151.148629,Inner West Council,2040,ARENA - Driving the Nation,120,Sydney - Inner West,New South Wales,ev_00127,"-33.885180,151.148629",matched,0.01,nearby_identity,4505,MarketPlace Leichhardt,128 Flood Street  Leichhardt 2040,Evie Networks,CCS Type 2,0.60/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"1-3 Dural St, Hornsby NSW 2077",evie networks,4,DC,50 kW,-33.70276181,151.0964792,"Hornsby, The Council of the Shire of",2077,ARENA - Driving the Nation,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00128,"-33.702762,151.096479",matched,1.27,nearby_identity,7322,1-3 Dural Street Parking – Hornsby,1-3 Dural Street  Hornsby 2077,Evie Networks,CCS Type 2; CHAdeMO,0.60/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"13125 Hume Hwy, Sutton Forest, 2577",evie networks,8,DC,350 kW,-34.60721926,150.2251632,Wingecarribee Shire Council,2577,Existing Fast Chargers,114,Southern Highlands and Shoalhaven,New South Wales,ev_00134,"-34.607219,150.225163",matched,13.18,nearby_identity,6774,McDonalds – Sutton Forest West,13125 Hume Hwy  Sutton Forest 2577,Evie Networks,CCS Type 2,0.77/kWh,,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"152 Pacific Hwy, 36 Josephson St, Swansea NSW 2281",evie networks,4,DC,50 kW,-33.088721,151.637587,Lake Macquarie City Council,2281,ARENA - Driving the Nation,111,Newcastle and Lake Macquarie,New South Wales,ev_00186,"-33.088721,151.637587",matched,0.04,nearby_identity,6077,Dan Murphy’s – Swansea,152 Pacific Hwy  Swansea 2281,Evie Networks,CCS Type 2; CHAdeMO,0.62/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"18 Victoria Avenue, Castle Hill NSW 2154",evie networks,4,DC,50 kW,-33.727803,150.976049,The Hills Shire Council,2154,ARENA - Driving the Nation,115,Sydney - Baulkham Hills and Hawkesbury,New South Wales,ev_00229,"-33.727803,150.976049",matched,2.49,nearby_identity,7191,HomeCo – Castle Hill,18 Victoria Avenue  Castle Hill 2154,Evie Networks,CCS Type 2; CHAdeMO,0.62/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"188 Raglan St, Sydney, 2088",evie networks,4,DC,50 kW,-33.83108413,151.2436587,Mosman Municipal Council,2088,Existing Fast Chargers,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00239,"-33.831084,151.243659",matched,0.09,nearby_identity,5360,188 Raglan Street Parking – Mosman,188 Raglan St  Mosman 2088,Evie Networks,CCS Type 2; CHAdeMO,0.62/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"1985 Camden Valley Way, Prestons NSW 2170",evie networks,4,DC,150 kW,-33.95224765,150.8557529,Liverpool City Council,2170,ARENA - Driving the Nation,127,Sydney - South West,New South Wales,ev_00257,"-33.952248,150.855753",matched,1.25,nearby_identity,4417,HomeCo – Prestons,1975-1985 Camden Valley Way  Prestons 2170,Evie Networks,CCS Type 2,0.71/kWh + 0.04/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"2 Hercules Street, Murrumbateman, 2582",evie networks,2,DC,50 kW,-34.96936041,149.03,Yass Valley Council,2582,Existing Fast Chargers,101,Capital Region,New South Wales,ev_00270,"-34.969360,149.030000",matched,0.05,nearby_identity,7321,Murrumbateman Country Inn – AA009A,"2 Hercules Street, Murrumbateman NSW  Murrumbateman 2582",Evie Networks,CCS Type 2; CHAdeMO,0.60/kWh + 0.09/kWh (7:00 AM-7:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"2 Rosenthal Ave, Lane Cove NSW 2066",evie networks,4,DC,50 kW,-33.813936,151.169298,Lane Cove Municipal Council,2066,ARENA - Driving the Nation,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00283,"-33.813936,151.169298",matched,73.1,nearby_identity,6348,The Canopy – Lane Cove,2 Rosenthal Avenue  Lane Cove 2066,Evie Networks,CCS Type 2,0.60/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"2 Stewart St, Lithgow, 2790",evie networks,4,DC,150 kW,-33.48184889,150.1361812,"Lithgow Council, City of",2790,Existing Fast Chargers,103,Central West,New South Wales,ev_00288,"-33.481849,150.136181",matched,0.06,nearby_identity,5904,Hungry Jacks – Lithgow,2 Stewart Street  Bowenfels 2790,Evie Networks,CCS Type 2; CHAdeMO,0.82/kWh,,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"20 Smidmore St, Marrickville NSW 2204",evie networks,4,DC,50 kW,-33.907982,151.170899,Inner West Council,2204,ARENA - Driving the Nation,117,Sydney - City and Inner South,New South Wales,ev_00298,"-33.907982,151.170899",matched,119.0,nearby_identity,6698,Marrickville Metro,20 Smidmore St  Marrickville 2204,Evie Networks,CCS Type 2; CHAdeMO,0.62/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"200 Crown St, Wollongong NSW 2500",evie networks,4,DC,50 kW,-34.423975,150.892316,Wollongong City Council,2500,ARENA - Driving the Nation,107,Illawarra,New South Wales,ev_00300,"-34.423975,150.892316",matched,0.03,nearby_identity,5875,Wollongong Central Shopping Centre,Regent St  Wollongong 2500,Evie Networks,CCS Type 2; CHAdeMO,0.62/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"201 Manning River Drive, Taree, 2430",evie networks,4,DC,150 kW,-31.94333438,152.4706146,Mid-Coast Council,2430,Existing Fast Chargers,108,Mid North Coast,New South Wales,ev_00303,"-31.943334,152.470615",matched,2.46,nearby_identity,6772,Taree South Service Centre,201 Manning River Drive  Glenthrone 2430,Evie Networks,CCS Type 2; CHAdeMO,0.79/kWh,,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"205 Old Hume Hwy, Mittagong, 2575",evie networks,4,DC,150 kW,-34.44672777,150.436991,Wingecarribee Shire Council,2575,Existing Fast Chargers,114,Southern Highlands and Shoalhaven,New South Wales,ev_00310,"-34.446728,150.436991",matched,0.11,nearby_identity,4336,Highlands Hub – Mittagong,205 Old Hume Hwy  Mittagong 2575,Evie Networks,CCS Type 2,0.79/kWh,,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"220 Taren Point Rd, Caringbah NSW 2229",evie networks,4,DC,75 kW,-34.02927306,151.1220736,Sutherland Shire Council,2229,ARENA - Driving the Nation,128,Sydney - Sutherland,New South Wales,ev_00331,"-34.029273,151.122074",matched,32.4,nearby_identity,4411,HomeCo – Caringbah,220 Taren Point Rd  Caringbah 2229,Evie Networks,CCS Type 2,0.60/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"224 Prospect Hwy, Seven Hills NSW 2147",evie networks,4,DC,150 kW,-33.77578997,150.9330864,Cumberland Council,2147,ARENA - Driving the Nation,116,Sydney - Blacktown,New South Wales,ev_00335,"-33.775790,150.933086",matched,1.73,nearby_identity,7260,Seven Hills Plaza,224 Prospect Hwy  Seven Hills 2147,Evie Networks,CCS Type 2,0.70/kWh + 0.05/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"227 Railway Terrace, Schofields NSW 2762",evie networks,4,DC,50 kW,-33.705677,150.876075,Blacktown City Council,2762,ARENA - Driving the Nation,116,Sydney - Blacktown,New South Wales,ev_00341,"-33.705677,150.876075",matched,11.57,nearby_identity,3847,Schofields Village,227 Railway Terrace  Schofields 2762,Evie Networks,CCS Type 2,0.60/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"24 Cooper St, Macksville, 2447",evie networks,4,DC,350 kW,-30.71023028,152.9197698,Nambucca Valley Council,2447,Existing Fast Chargers,108,Mid North Coast,New South Wales,ev_00354,"-30.710230,152.919770",matched,0.11,nearby_identity,3565,Ampol Foodary – Macksville,24 Cooper St  Macksville 2447,Evie Networks,CCS Type 2; CHAdeMO,0.85/kWh,,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"240 Hillsborough Rd, Warners Bay NSW 2282",evie networks,4,DC,150 kW,-32.96354505,151.6617414,Lake Macquarie City Council,2282,ARENA - Driving the Nation,111,Newcastle and Lake Macquarie,New South Wales,ev_00358,"-32.963545,151.661741",matched,7.62,nearby_identity,7316,Warners Bay Grove,240 Hillsborough Rd  Warners Bay 2282,Evie Networks,CCS Type 2,0.71/kWh + 0.04/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"247 Belmore Rd, Riverwood NSW 2210",evie networks,4,DC,75 kW,-33.952562,151.05103,Georges River Council,2210,ARENA - Driving the Nation,119,Sydney - Inner South West,New South Wales,ev_00366,"-33.952562,151.051030",matched,0.03,nearby_identity,7719,Riverwood Plaza,247 Belmore Rd  Riverwood 2210,Evie Networks,CCS Type 2; CHAdeMO,0.60/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"25 Frenchs Forest Rd E, Frenchs Forest NSW 2086",evie networks,4,DC,150 kW,-33.75133669,151.2434692,Northern Beaches Council,2086,ARENA - Driving the Nation,122,Sydney - Northern Beaches,New South Wales,ev_00369,"-33.751337,151.243469",matched,13.54,nearby_identity,7713,Allambie Grove Business Park – Frenchs Forest,25 Frenchs Forest Rd E  Frenchs Forest 2086,Evie Networks,CCS Type 2,0.73/kWh + 0.04/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"260 Jersey Rd, Plumpton NSW 2761",evie networks,4,DC,75 kW,-33.7459827,150.8357299,Blacktown City Council,2761,ARENA - Driving the Nation,116,Sydney - Blacktown,New South Wales,ev_00383,"-33.745983,150.835730",matched,122.45,nearby_identity,6419,HomeCo – Plumpton Marketplace,260 Jersey Rd  Plumpton 2761,Evie Networks,CCS Type 2; CHAdeMO,0.60/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"260A Liverpool Rd, Ashfield NSW 2131",evie networks,4,DC,50 kW,-33.889564,151.123599,Inner West Council,2131,ARENA - Driving the Nation,120,Sydney - Inner West,New South Wales,ev_00384,"-33.889564,151.123599",matched,0.04,nearby_identity,3651,Ashfield Mall,260A Liverpool Rd  Ashfield 2131,Evie Networks,CCS Type 2; CHAdeMO,0.62/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"27-33 Oaks Ave, Dee Why NSW 2099",evie networks,4,DC,150 kW,-33.75442135,151.2873331,Northern Beaches Council,2099,ARENA - Driving the Nation,122,Sydney - Northern Beaches,New South Wales,ev_00392,"-33.754421,151.287333",matched,2.68,nearby_identity,4507,Dee Why Marketplace,27-33 Oaks Avenue  Dee Why 2099,Evie Networks,CCS Type 2,0.71/kWh + 0.04/kWh (11:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"3 Bungendore Rd, Queanbeyan NSW 2620",evie networks,4,DC,75 kW,-35.34739722,149.2454031,Queanbeyan-Palerang Regional Council,2620,ARENA - Driving the Nation,101,Capital Region,New South Wales,ev_00418,"-35.347397,149.245403",matched,1.0,nearby_identity,7725,Red Rooster – Queanbeyan,3 Bungendore Rd  Queanbeyan 2620,Evie Networks,CCS Type 2; CHAdeMO,0.62/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"3 George St, North Strathfield NSW 2137",evie networks,4,DC,75 kW,-33.86390159,151.0894518,Strathfield Municipal Council,2137,ARENA - Driving the Nation,120,Sydney - Inner West,New South Wales,ev_00423,"-33.863902,151.089452",matched,4.69,nearby_identity,7315,Bakehouse Quarter – North Strathfield,3 George St  North Strathfield 2137,Evie Networks,CCS Type 2,0.60/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"3 Leisure Dr, Tweed Heads, 2486",evie networks,4,DC,75 kW,-28.21510115,153.5404384,Tweed Shire Council,2486,Existing Fast Chargers,112,Richmond - Tweed,New South Wales,ev_00426,"-28.215101,153.540438",matched,0.05,nearby_identity,5047,Banora Shopping Village – Banora Point,3 Leisure Drive  Banora Point 2486,Evie Networks,CCS Type 2; CHAdeMO,0.62/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"32 Sydney St, Tarcutta, 2652",evie networks,4,DC,350 kW,-35.2771512,147.7360881,Wagga Wagga City Council,2652,Existing Fast Chargers,113,Riverina,New South Wales,ev_00455,"-35.277151,147.736088",matched,0.04,nearby_identity,7723,Ampol Foodary – Tarcutta,32 Sydney Street  Tarcutta 2652,Evie Networks,CCS Type 2; CHAdeMO,0.85/kWh,,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"322 Woodville Rd, Guildford NSW 2161",evie networks,4,DC,50 kW,-33.8521028,150.9955836,Cumberland Council,2161,ARENA - Driving the Nation,125,Sydney - Parramatta,New South Wales,ev_00457,"-33.852103,150.995584",matched,0.28,nearby_identity,7694,Red Rooster – Guildford,322 Woodville Road  Guildford 2161,Evie Networks,CCS Type 2; CHAdeMO,0.60/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"4 Tindall St, Sydney, 2560",evie networks,4,DC,150 kW,-34.07206311,150.8051261,Campbelltown City Council,2560,Existing Fast Chargers,123,Sydney - Outer South West,New South Wales,ev_00517,"-34.072063,150.805126",matched,0.02,nearby_identity,6701,Marketfair Campbelltown,4 Tindall Street  Campbelltown 2560,Evie Networks,CCS Type 2; CHAdeMO,0.71/kWh + 0.04/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"401 Cabramatta Rd W, Cabramatta NSW 2166",evie networks,4,DC,50 kW,-33.898778,150.919791,Fairfield City Council,2166,ARENA - Driving the Nation,127,Sydney - South West,New South Wales,ev_00528,"-33.898778,150.919791",matched,0.05,nearby_identity,7319,Hungry Jack’s – Cabramatta,401 Cabramatta Rd  Cabramatta 2166,Evie Networks,CCS Type 2; CHAdeMO,0.60/kWh,,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"4-6 New St, Lawson NSW 2783",evie networks,4,DC,50 kW,-33.720695,150.429727,Blue Mountains City Council,2783,ARENA - Driving the Nation,124,Sydney - Outer West and Blue Mountains,New South Wales,ev_00565,"-33.720695,150.429727",matched,0.04,nearby_identity,6769,4 New Street Parking – Lawson,4-6 New St  Lawson 2783,Evie Networks,CCS Type 2; CHAdeMO,0.74/kWh,,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"4-6 Niangala Cl, Belrose NSW 2085",evie networks,4,DC,50 kW,-33.703313,151.213158,Northern Beaches Council,2085,ARENA - Driving the Nation,122,Sydney - Northern Beaches,New South Wales,ev_00566,"-33.703313,151.213158",matched,0.03,nearby_identity,7192,HomeCo – Belrose,4-6 Niangala Close  Belrose 2085,Evie Networks,CCS Type 2; CHAdeMO,0.62/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"5 Willowdale Dr, Denham Court NSW 2565",evie networks,4,DC,75 kW,-33.97585397,150.811619,Campbelltown City Council,2565,ARENA - Driving the Nation,123,Sydney - Outer South West,New South Wales,ev_00591,"-33.975854,150.811619",matched,2.94,nearby_identity,4099,Willowdale Shopping Centre – Denham Court,5 Willowdale Dr  Denham Court 2565,Evie Networks,CCS Type 2; CHAdeMO,0.62/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"53A Orient St, Batemans Bay, 2536",evie networks,2,DC,50 kW,-35.71073278,150.1776366,Eurobodalla Shire Council,2536,Existing Fast Chargers,101,Capital Region,New South Wales,ev_00612,"-35.710733,150.177637",matched,20.5,nearby_identity,7643,Dan Murphy’s – Batemans Bay,51/53A Orient St  Batemans Bay 2536,Evie Networks,CCS Type 2,0.77/kWh,,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"54 Minjungbal Dr, Tweed Heads, 2486",evie networks,4,DC,150 kW,-28.19898503,153.545985,Tweed Shire Council,2486,Existing Fast Chargers,112,Richmond - Tweed,New South Wales,ev_00616,"-28.198985,153.545985",matched,0.13,nearby_identity,6576,Tweed City Shopping Centre,54 Minjungbal Drive  Tweed Heads 2486,Evie Networks,CCS Type 2; CHAdeMO,0.73/kWh + 0.04/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"6 Myahgah Rd, Sydney, 2088",evie networks,2,DC,50 kW,-33.82554959,151.2414274,Mosman Municipal Council,2088,Existing Fast Chargers,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00653,"-33.825550,151.241427",matched,0.08,nearby_identity,6008,Mosman Village Green,6 Myahgah Rd  Mosman 2088,Evie Networks,CCS Type 2,0.62/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"60 Glenwood Park Dr, Glenwood NSW 2768",evie networks,4,DC,75 kW,-33.73460909,150.928265,Blacktown City Council,2768,ARENA - Driving the Nation,116,Sydney - Blacktown,New South Wales,ev_00657,"-33.734609,150.928265",matched,2.1,nearby_identity,6108,Glenwood Village Shopping Centre,60 Glenwood Park Drive  Glenwood 2768,Evie Networks,CCS Type 2,0.60/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"60-62 Amherst St, Sydney, 2062",evie networks,4,DC,50 kW,-33.82299004,151.2108829,North Sydney Council,2062,Existing Fast Chargers,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00662,"-33.822990,151.210883",matched,0.04,nearby_identity,7287,60-62 Amherst Street Parking – Cammeray,60-62 Amhurst Street  Cammeray 2062,Evie Networks,CCS Type 2,0.60/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"620-658 Terrigal Dr, Central Coast, 2250",evie networks,4,DC,75 kW,-33.43668073,151.3943884,Central Coast Council,2250,Existing Fast Chargers,102,Central Coast,New South Wales,ev_00665,"-33.436681,151.394388",matched,0.13,nearby_identity,6517,Erina Fair,620-658 Terrigal Dr  Erina 2250,Evie Networks,CCS Type 2,0.60/kWh + 0.09/kWh (9:00 AM-5:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"634-726 Princes Hwy, Tempe NSW 2044",evie networks,4,DC,150 kW,-33.92288364,151.1652088,Inner West Council,2044,ARENA - Driving the Nation,117,Sydney - City and Inner South,New South Wales,ev_00669,"-33.922884,151.165209",matched,16.11,nearby_identity,7214,Ikea – Tempe,634-726 Princes Hwy  Tempe 2044,Evie Networks,CCS Type 2,0.71/kWh + 0.04/kWh (11:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"73 Belmore Road, Randwick NSW 2031",evie networks,4,DC,50 kW,-33.915171,151.241129,Randwick City Council,2031,ARENA - Driving the Nation,118,Sydney - Eastern Suburbs,New South Wales,ev_00698,"-33.915171,151.241129",matched,27.15,nearby_identity,5405,Royal Randwick,73 Belmore Road  Randwick 2031,Evie Networks,CCS Type 2; CHAdeMO,0.60/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"772 Anzac Pde, Sydney, 2035",evie networks,4,DC,75 kW,-33.93800905,151.2385195,Randwick City Council,2035,Existing Fast Chargers,118,Sydney - Eastern Suburbs,New South Wales,ev_00710,"-33.938009,151.238519",matched,0.03,nearby_identity,5866,772 Anzac Parade Parking – Maroubra,772 Anzac Parade  Maroubra 2035,Evie Networks,CCS Type 2,0.60/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
evie,,"88 Christie St, St Leonards NSW 2065",evie networks,4,DC,50 kW,-33.82378797,151.1951941,North Sydney Council,2065,ARENA - Driving the Nation,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00750,"-33.823788,151.195194",matched,6.92,nearby_identity,6819,Mall 88 – St Leonards,88 Christie St  St Leonards 2065,Evie Networks,CCS Type 2; CHAdeMO,0.60/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True
